Program_ID,Code,Label_Counterexample,Search_Steps
8261,"[('+', 'const_0', 'x5', 'v0'), ('*', 'x6', 'x6', 'v1'), ('*', 'x0', 'v1', 'v2'), ('*', 'x6', 'v0', 'v3'), ('//', 'v3', 'x3', 'v4'), ('+', 'x3', 'const_1', 'v5'), ('//', 'v5', 'x5', 'v6'), ('+', 'const_0', 'x3', 'v7'), ('//', 'v3', 'v4', 'v8'), ('*', 'x1', 'x2', 'v9')]","(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",385
8262,"[('//', 'x7', 'x4', 'v0'), ('*', 'x4', 'x2', 'v1'), ('+', 'x6', 'x1', 'v2'), ('+', 'x2', 'x5', 'v3'), ('*', 'v1', 'x5', 'v4'), ('//', 'const_1', 'x1', 'v5'), ('//', 'x5', 'x1', 'v6'), ('+', 'v2', 'x9', 'v7'), ('//', 'x3', 'v1', 'v8'), ('+', 'x8', 'v2', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
8263,"[('+', 'x2', 'x9', 'v0'), ('//', 'v0', 'x7', 'v1'), ('*', 'x0', 'x3', 'v2'), ('+', 'v0', 'x4', 'v3'), ('+', 'const_0', 'x2', 'v4'), ('*', 'x6', 'x6', 'v5'), ('//', 'x9', 'v2', 'v6'), ('*', 'v2', 'const_1', 'v7'), ('//', 'x4', 'v6', 'v8'), ('*', 'x5', 'v3', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",18
8264,"[('*', 'x4', 'x4', 'v0'), ('+', 'x1', 'x2', 'v1'), ('//', 'x5', 'x7', 'v2'), ('*', 'v1', 'x1', 'v3'), ('*', 'x1', 'v3', 'v4'), ('*', 'v0', 'x6', 'v5'), ('//', 'x0', 'v5', 'v6'), ('*', 'x6', 'x5', 'v7'), ('//', 'x0', 'x3', 'v8'), ('//', 'x5', 'v5', 'v9')]","(0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",57
8265,"[('+', 'x0', 'const_0', 'v0'), ('//', 'x6', 'x0', 'v1'), ('+', 'const_1', 'x3', 'v2'), ('+', 'x6', 'x0', 'v3'), ('*', 'const_0', 'const_0', 'v4'), ('//', 'const_0', 'x2', 'v5'), ('+', 'x3', 'x4', 'v6'), ('//', 'v5', 'x1', 'v7'), ('//', 'x7', 'x6', 'v8'), ('+', 'x4', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
8266,"[('+', 'x4', 'x8', 'v0'), ('*', 'x5', 'x1', 'v1'), ('*', 'x8', 'x1', 'v2'), ('//', 'v2', 'x5', 'v3'), ('*', 'x8', 'const_1', 'v4'), ('*', 'v4', 'x2', 'v5'), ('//', 'x3', 'v5', 'v6'), ('//', 'x6', 'const_1', 'v7'), ('*', 'x1', 'v3', 'v8'), ('+', 'x1', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8267,"[('*', 'x2', 'x0', 'v0'), ('+', 'const_1', 'x8', 'v1'), ('*', 'x8', 'x3', 'v2'), ('//', 'v1', 'v0', 'v3'), ('+', 'x0', 'v0', 'v4'), ('//', 'x2', 'v1', 'v5'), ('//', 'x0', 'x0', 'v6'), ('//', 'x3', 'x4', 'v7'), ('//', 'const_0', 'x9', 'v8'), ('*', 'v8', 'x9', 'v9')]",None,1024
8268,"[('+', 'x3', 'x5', 'v0'), ('//', 'x4', 'x5', 'v1'), ('*', 'x0', 'v0', 'v2'), ('*', 'x6', 'v0', 'v3'), ('//', 'x7', 'x4', 'v4'), ('*', 'v1', 'v2', 'v5'), ('+', 'x6', 'x7', 'v6'), ('*', 'v3', 'x4', 'v7'), ('+', 'x6', 'x7', 'v8'), ('//', 'v0', 'v8', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
8269,"[('+', 'x1', 'x6', 'v0'), ('//', 'x1', 'x5', 'v1'), ('+', 'x3', 'x8', 'v2'), ('//', 'v0', 'const_1', 'v3'), ('//', 'v0', 'const_1', 'v4'), ('+', 'const_1', 'x8', 'v5'), ('*', 'x4', 'v4', 'v6'), ('+', 'x5', 'const_0', 'v7'), ('//', 'x1', 'x4', 'v8'), ('+', 'x1', 'x5', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",17
8270,"[('//', 'x5', 'x3', 'v0'), ('*', 'x0', 'x9', 'v1'), ('*', 'x7', 'const_0', 'v2'), ('//', 'v2', 'const_1', 'v3'), ('*', 'x6', 'x1', 'v4'), ('//', 'x0', 'x2', 'v5'), ('//', 'x9', 'x4', 'v6'), ('*', 'v2', 'x3', 'v7'), ('//', 'x3', 'v3', 'v8'), ('//', 'x0', 'x8', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 1, 0)",515
8271,"[('+', 'x8', 'x9', 'v0'), ('//', 'x3', 'v0', 'v1'), ('+', 'x4', 'x3', 'v2'), ('//', 'x7', 'x9', 'v3'), ('+', 'x5', 'x5', 'v4'), ('+', 'x5', 'x0', 'v5'), ('//', 'x6', 'x6', 'v6'), ('*', 'v2', 'v5', 'v7'), ('+', 'x0', 'v1', 'v8'), ('*', 'x3', 'const_1', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
8272,"[('*', 'x4', 'const_1', 'v0'), ('+', 'v0', 'x1', 'v1'), ('*', 'x7', 'x2', 'v2'), ('//', 'x0', 'x9', 'v3'), ('//', 'x2', 'v3', 'v4'), ('*', 'x4', 'v2', 'v5'), ('+', 'x8', 'x0', 'v6'), ('//', 'const_0', 'v0', 'v7'), ('//', 'v3', 'x6', 'v8'), ('//', 'x3', 'x1', 'v9')]","(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",321
8273,"[('+', 'x0', 'x6', 'v0'), ('+', 'const_0', 'const_1', 'v1'), ('//', 'const_0', 'x9', 'v2'), ('*', 'x8', 'v2', 'v3'), ('*', 'v2', 'v0', 'v4'), ('*', 'v4', 'v4', 'v5'), ('+', 'x3', 'x9', 'v6'), ('+', 'x3', 'x1', 'v7'), ('*', 'x7', 'v6', 'v8'), ('*', 'x2', 'v4', 'v9')]",None,1024
8274,"[('+', 'x8', 'x5', 'v0'), ('//', 'x7', 'const_1', 'v1'), ('*', 'x1', 'x1', 'v2'), ('*', 'v0', 'x0', 'v3'), ('*', 'v2', 'x5', 'v4'), ('//', 'v4', 'v3', 'v5'), ('*', 'x0', 'v2', 'v6'), ('*', 'v5', 'const_1', 'v7'), ('//', 'v0', 'x5', 'v8'), ('+', 'x2', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
8275,"[('//', 'x8', 'x4', 'v0'), ('+', 'x6', 'x5', 'v1'), ('+', 'const_0', 'x1', 'v2'), ('+', 'x7', 'x6', 'v3'), ('+', 'x8', 'v0', 'v4'), ('//', 'v1', 'v3', 'v5'), ('*', 'x2', 'x3', 'v6'), ('*', 'v2', 'x0', 'v7'), ('+', 'const_1', 'v0', 'v8'), ('//', 'x3', 'v8', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
8276,"[('+', 'x7', 'x7', 'v0'), ('//', 'x7', 'x5', 'v1'), ('*', 'v0', 'x7', 'v2'), ('+', 'const_0', 'const_0', 'v3'), ('//', 'v2', 'x0', 'v4'), ('//', 'const_0', 'const_1', 'v5'), ('//', 'x4', 'v0', 'v6'), ('//', 'x3', 'x6', 'v7'), ('*', 'x8', 'x9', 'v8'), ('+', 'v1', 'x1', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",21
8277,"[('+', 'x2', 'x0', 'v0'), ('*', 'x8', 'x3', 'v1'), ('*', 'const_1', 'x2', 'v2'), ('//', 'x3', 'x6', 'v3'), ('+', 'x1', 'x0', 'v4'), ('*', 'x3', 'x0', 'v5'), ('//', 'v5', 'x0', 'v6'), ('+', 'x3', 'v3', 'v7'), ('*', 'v6', 'x9', 'v8'), ('*', 'v6', 'x5', 'v9')]","(1, 0, 0, 1, 0, 1, 0, 0, 0, 0)",593
8278,"[('*', 'x8', 'const_0', 'v0'), ('+', 'const_0', 'v0', 'v1'), ('+', 'x9', 'v1', 'v2'), ('*', 'v2', 'x6', 'v3'), ('+', 'x7', 'const_0', 'v4'), ('+', 'x6', 'const_1', 'v5'), ('*', 'v0', 'x5', 'v6'), ('//', 'x5', 'v1', 'v7'), ('//', 'v5', 'x3', 'v8'), ('*', 'x8', 'const_1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
8279,"[('*', 'x8', 'x7', 'v0'), ('+', 'v0', 'const_1', 'v1'), ('*', 'x4', 'x3', 'v2'), ('//', 'const_1', 'x7', 'v3'), ('*', 'x2', 'v3', 'v4'), ('+', 'v0', 'x2', 'v5'), ('+', 'x0', 'v2', 'v6'), ('+', 'x6', 'v4', 'v7'), ('//', 'x5', 'x5', 'v8'), ('*', 'v2', 'v7', 'v9')]","(0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",105
8280,"[('+', 'x3', 'const_1', 'v0'), ('+', 'const_0', 'x8', 'v1'), ('*', 'x8', 'x2', 'v2'), ('+', 'v1', 'v0', 'v3'), ('*', 'x3', 'x8', 'v4'), ('*', 'x3', 'x9', 'v5'), ('//', 'x5', 'const_1', 'v6'), ('*', 'x6', 'v4', 'v7'), ('+', 'v1', 'x3', 'v8'), ('+', 'x9', 'v5', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8281,"[('*', 'const_1', 'x5', 'v0'), ('//', 'x0', 'x9', 'v1'), ('*', 'x0', 'const_0', 'v2'), ('*', 'const_0', 'v0', 'v3'), ('+', 'x7', 'v2', 'v4'), ('//', 'x5', 'x4', 'v5'), ('//', 'x5', 'const_1', 'v6'), ('*', 'x5', 'v4', 'v7'), ('*', 'const_0', 'x9', 'v8'), ('+', 'x3', 'v8', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
8282,"[('*', 'const_1', 'x5', 'v0'), ('+', 'x9', 'x5', 'v1'), ('*', 'x9', 'const_0', 'v2'), ('+', 'const_1', 'x2', 'v3'), ('*', 'v0', 'v3', 'v4'), ('//', 'const_1', 'x3', 'v5'), ('*', 'x8', 'x5', 'v6'), ('*', 'x7', 'v3', 'v7'), ('*', 'v0', 'x7', 'v8'), ('+', 'v1', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8283,"[('*', 'x9', 'x3', 'v0'), ('*', 'x7', 'x9', 'v1'), ('+', 'const_0', 'x0', 'v2'), ('//', 'x7', 'const_1', 'v3'), ('//', 'const_0', 'x2', 'v4'), ('*', 'x6', 'x2', 'v5'), ('*', 'x4', 'x1', 'v6'), ('*', 'x1', 'x8', 'v7'), ('+', 'x6', 'v1', 'v8'), ('//', 'x2', 'x0', 'v9')]","(1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",641
8284,"[('*', 'x3', 'x6', 'v0'), ('//', 'const_1', 'x1', 'v1'), ('//', 'x5', 'const_1', 'v2'), ('*', 'const_1', 'x8', 'v3'), ('*', 'x1', 'x6', 'v4'), ('*', 'x4', 'const_0', 'v5'), ('+', 'const_0', 'x5', 'v6'), ('+', 'v2', 'x3', 'v7'), ('*', 'v1', 'v6', 'v8'), ('//', 'v8', 'const_1', 'v9')]","(0, 1, 0, 0, 0, 1, 0, 0, 0, 0)",273
8285,"[('+', 'x8', 'x3', 'v0'), ('+', 'x1', 'x2', 'v1'), ('//', 'x9', 'v0', 'v2'), ('//', 'x5', 'x4', 'v3'), ('+', 'x7', 'const_1', 'v4'), ('+', 'const_1', 'v3', 'v5'), ('//', 'v0', 'x0', 'v6'), ('+', 'v1', 'x6', 'v7'), ('//', 'v5', 'const_1', 'v8'), ('//', 'v0', 'v3', 'v9')]","(0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",51
8286,"[('*', 'x7', 'x0', 'v0'), ('+', 'x5', 'x5', 'v1'), ('//', 'x2', 'x9', 'v2'), ('+', 'x3', 'x4', 'v3'), ('//', 'x4', 'x5', 'v4'), ('+', 'v1', 'x9', 'v5'), ('+', 'x4', 'x9', 'v6'), ('+', 'x3', 'x0', 'v7'), ('+', 'v4', 'const_0', 'v8'), ('*', 'x8', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
8287,"[('+', 'x6', 'x2', 'v0'), ('//', 'x3', 'x9', 'v1'), ('+', 'x3', 'x9', 'v2'), ('+', 'x6', 'x3', 'v3'), ('//', 'v2', 'x0', 'v4'), ('//', 'x7', 'x5', 'v5'), ('//', 'x8', 'x7', 'v6'), ('*', 'x5', 'v0', 'v7'), ('+', 'const_0', 'v7', 'v8'), ('*', 'v2', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",514
8288,"[('//', 'const_0', 'x6', 'v0'), ('//', 'x5', 'x1', 'v1'), ('//', 'x7', 'x4', 'v2'), ('//', 'x4', 'x8', 'v3'), ('*', 'x8', 'x3', 'v4'), ('//', 'x9', 'x1', 'v5'), ('+', 'v2', 'x9', 'v6'), ('+', 'x2', 'v6', 'v7'), ('*', 'v3', 'x5', 'v8'), ('//', 'const_0', 'x9', 'v9')]",None,1024
8289,"[('+', 'x4', 'x4', 'v0'), ('*', 'x6', 'v0', 'v1'), ('*', 'const_0', 'x9', 'v2'), ('*', 'const_0', 'x4', 'v3'), ('//', 'x5', 'x5', 'v4'), ('//', 'x0', 'v2', 'v5'), ('*', 'v4', 'v5', 'v6'), ('*', 'v4', 'v0', 'v7'), ('*', 'x4', 'x1', 'v8'), ('*', 'const_0', 'v4', 'v9')]",None,1024
8290,"[('//', 'x6', 'x8', 'v0'), ('//', 'x4', 'x6', 'v1'), ('*', 'x3', 'x4', 'v2'), ('+', 'v2', 'x4', 'v3'), ('*', 'const_0', 'x1', 'v4'), ('*', 'x8', 'v4', 'v5'), ('//', 'x1', 'x9', 'v6'), ('+', 'x9', 'v6', 'v7'), ('//', 'x5', 'v4', 'v8'), ('*', 'v2', 'v0', 'v9')]","(0, 0, 0, 1, 1, 0, 1, 0, 1, 0)",107
8291,"[('*', 'x8', 'x2', 'v0'), ('+', 'const_0', 'x1', 'v1'), ('*', 'x9', 'const_1', 'v2'), ('+', 'v0', 'x0', 'v3'), ('//', 'const_1', 'const_1', 'v4'), ('+', 'x0', 'const_0', 'v5'), ('//', 'x3', 'x8', 'v6'), ('//', 'x4', 'x0', 'v7'), ('+', 'x4', 'x6', 'v8'), ('+', 'x1', 'v2', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8292,"[('//', 'const_0', 'x9', 'v0'), ('*', 'x5', 'x3', 'v1'), ('//', 'x9', 'x4', 'v2'), ('+', 'x8', 'x9', 'v3'), ('//', 'v1', 'x0', 'v4'), ('*', 'x8', 'v2', 'v5'), ('+', 'x3', 'x6', 'v6'), ('//', 'v2', 'x0', 'v7'), ('//', 'x1', 'v6', 'v8'), ('*', 'x2', 'v3', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",130
8293,"[('+', 'x7', 'x6', 'v0'), ('//', 'x2', 'x4', 'v1'), ('//', 'x1', 'x9', 'v2'), ('//', 'x2', 'x9', 'v3'), ('*', 'x3', 'v2', 'v4'), ('+', 'x9', 'x1', 'v5'), ('//', 'x4', 'x7', 'v6'), ('//', 'x9', 'x3', 'v7'), ('+', 'v4', 'x1', 'v8'), ('+', 'x6', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
8294,"[('*', 'x9', 'x3', 'v0'), ('//', 'const_0', 'const_1', 'v1'), ('+', 'x0', 'v0', 'v2'), ('*', 'v0', 'const_1', 'v3'), ('*', 'x8', 'v0', 'v4'), ('//', 'v1', 'const_1', 'v5'), ('*', 'x5', 'x9', 'v6'), ('+', 'x6', 'x8', 'v7'), ('*', 'const_1', 'const_0', 'v8'), ('//', 'v7', 'v4', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",68
8295,"[('//', 'x5', 'x5', 'v0'), ('*', 'const_0', 'x0', 'v1'), ('*', 'x5', 'v0', 'v2'), ('+', 'x1', 'x4', 'v3'), ('*', 'x8', 'const_0', 'v4'), ('//', 'v0', 'x4', 'v5'), ('*', 'v0', 'x4', 'v6'), ('*', 'v2', 'x3', 'v7'), ('//', 'x2', 'x5', 'v8'), ('//', 'v3', 'x6', 'v9')]","(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",41
8296,"[('+', 'x9', 'x5', 'v0'), ('+', 'x8', 'x1', 'v1'), ('*', 'x0', 'const_0', 'v2'), ('//', 'x5', 'x0', 'v3'), ('//', 'v2', 'const_1', 'v4'), ('*', 'v1', 'v4', 'v5'), ('*', 'v1', 'v4', 'v6'), ('+', 'x9', 'const_0', 'v7'), ('+', 'x1', 'v2', 'v8'), ('*', 'v4', 'v8', 'v9')]",None,1024
8297,"[('+', 'x4', 'const_0', 'v0'), ('*', 'x5', 'const_1', 'v1'), ('//', 'x9', 'x5', 'v2'), ('+', 'x1', 'v0', 'v3'), ('//', 'x5', 'x3', 'v4'), ('*', 'v3', 'x6', 'v5'), ('+', 'v1', 'x1', 'v6'), ('//', 'x7', 'x0', 'v7'), ('+', 'x1', 'v3', 'v8'), ('//', 'const_0', 'v3', 'v9')]",None,1024
8298,"[('*', 'x1', 'x7', 'v0'), ('+', 'x1', 'x6', 'v1'), ('+', 'const_0', 'x7', 'v2'), ('+', 'x2', 'x2', 'v3'), ('//', 'x2', 'v2', 'v4'), ('//', 'const_1', 'v4', 'v5'), ('*', 'x2', 'v0', 'v6'), ('*', 'x5', 'v5', 'v7'), ('//', 'v0', 'v6', 'v8'), ('*', 'v0', 'v3', 'v9')]","(0, 1, 1, 0, 0, 0, 0, 1, 0, 0)",389
8299,"[('//', 'x1', 'x9', 'v0'), ('*', 'x9', 'x6', 'v1'), ('+', 'const_1', 'const_0', 'v2'), ('//', 'x1', 'x3', 'v3'), ('+', 'v3', 'x7', 'v4'), ('+', 'x5', 'x4', 'v5'), ('//', 'const_0', 'v2', 'v6'), ('+', 'v4', 'const_0', 'v7'), ('*', 'const_0', 'x6', 'v8'), ('+', 'x3', 'x0', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
8300,"[('//', 'x7', 'x6', 'v0'), ('*', 'x8', 'x4', 'v1'), ('+', 'x7', 'const_1', 'v2'), ('+', 'x3', 'v2', 'v3'), ('+', 'x9', 'x7', 'v4'), ('//', 'v4', 'v4', 'v5'), ('*', 'v5', 'v5', 'v6'), ('*', 'x9', 'x2', 'v7'), ('//', 'x8', 'x2', 'v8'), ('+', 'const_1', 'v3', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
8301,"[('*', 'const_1', 'x2', 'v0'), ('//', 'x7', 'x7', 'v1'), ('*', 'v0', 'const_0', 'v2'), ('*', 'x5', 'v0', 'v3'), ('//', 'v2', 'v1', 'v4'), ('//', 'x6', 'x7', 'v5'), ('+', 'v5', 'const_0', 'v6'), ('//', 'x5', 'v6', 'v7'), ('+', 'v2', 'const_1', 'v8'), ('+', 'x4', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
8302,"[('//', 'x3', 'x7', 'v0'), ('+', 'x0', 'x1', 'v1'), ('//', 'x1', 'x4', 'v2'), ('*', 'v1', 'x6', 'v3'), ('//', 'x7', 'x6', 'v4'), ('+', 'x4', 'x1', 'v5'), ('//', 'x5', 'v3', 'v6'), ('//', 'x3', 'x3', 'v7'), ('+', 'x8', 'x8', 'v8'), ('//', 'x0', 'v5', 'v9')]","(1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",545
8303,"[('+', 'x7', 'x4', 'v0'), ('//', 'x6', 'x4', 'v1'), ('//', 'x1', 'const_1', 'v2'), ('+', 'const_0', 'x0', 'v3'), ('*', 'x3', 'v3', 'v4'), ('+', 'x1', 'const_0', 'v5'), ('*', 'x7', 'x1', 'v6'), ('*', 'x6', 'v0', 'v7'), ('//', 'v5', 'x4', 'v8'), ('*', 'v4', 'x8', 'v9')]","(1, 0, 0, 1, 0, 0, 0, 0, 1, 0)",579
8304,"[('//', 'x1', 'const_1', 'v0'), ('*', 'x6', 'x0', 'v1'), ('+', 'x9', 'x2', 'v2'), ('+', 'x0', 'const_1', 'v3'), ('+', 'x2', 'x2', 'v4'), ('//', 'v0', 'x2', 'v5'), ('//', 'v0', 'x7', 'v6'), ('*', 'v4', 'x4', 'v7'), ('//', 'x7', 'v2', 'v8'), ('*', 'x8', 'v1', 'v9')]","(1, 0, 0, 0, 0, 0, 1, 0, 1, 0)",523
8305,"[('+', 'x8', 'const_0', 'v0'), ('//', 'v0', 'x1', 'v1'), ('+', 'x7', 'x7', 'v2'), ('//', 'x6', 'v2', 'v3'), ('+', 'x4', 'x9', 'v4'), ('*', 'x7', 'v3', 'v5'), ('//', 'x6', 'x8', 'v6'), ('*', 'x5', 'v5', 'v7'), ('//', 'const_0', 'x4', 'v8'), ('+', 'v4', 'v6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8306,"[('+', 'x5', 'x9', 'v0'), ('//', 'x5', 'x5', 'v1'), ('//', 'const_0', 'x1', 'v2'), ('+', 'v2', 'x4', 'v3'), ('*', 'x7', 'x6', 'v4'), ('*', 'v0', 'x3', 'v5'), ('*', 'x4', 'x1', 'v6'), ('//', 'v5', 'v3', 'v7'), ('*', 'const_0', 'v0', 'v8'), ('+', 'v6', 'v8', 'v9')]","(0, 1, 0, 0, 1, 0, 0, 0, 0, 0)",289
8307,"[('*', 'x0', 'x9', 'v0'), ('//', 'x9', 'x6', 'v1'), ('*', 'v1', 'const_1', 'v2'), ('//', 'x8', 'x2', 'v3'), ('+', 'x1', 'x3', 'v4'), ('*', 'v3', 'x0', 'v5'), ('*', 'v4', 'const_1', 'v6'), ('//', 'v1', 'v6', 'v7'), ('//', 'x6', 'v1', 'v8'), ('+', 'x9', 'x3', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
8308,"[('*', 'x9', 'x5', 'v0'), ('+', 'x7', 'x1', 'v1'), ('//', 'x7', 'x6', 'v2'), ('//', 'x9', 'x5', 'v3'), ('*', 'const_0', 'x9', 'v4'), ('//', 'const_0', 'x4', 'v5'), ('+', 'x8', 'x6', 'v6'), ('*', 'v6', 'const_1', 'v7'), ('*', 'const_1', 'v2', 'v8'), ('//', 'v0', 'v4', 'v9')]",None,1024
8309,"[('*', 'x4', 'x5', 'v0'), ('*', 'x5', 'x1', 'v1'), ('//', 'v0', 'x6', 'v2'), ('+', 'x5', 'v2', 'v3'), ('+', 'x9', 'x9', 'v4'), ('//', 'v2', 'const_1', 'v5'), ('//', 'x7', 'x1', 'v6'), ('*', 'v4', 'v3', 'v7'), ('*', 'v0', 'x7', 'v8'), ('+', 'x4', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
8310,"[('+', 'x1', 'x7', 'v0'), ('+', 'x8', 'x6', 'v1'), ('//', 'x2', 'v1', 'v2'), ('*', 'x8', 'x0', 'v3'), ('*', 'x5', 'x9', 'v4'), ('*', 'v4', 'v1', 'v5'), ('//', 'v0', 'v0', 'v6'), ('*', 'const_0', 'x4', 'v7'), ('+', 'x0', 'x4', 'v8'), ('//', 'v1', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
8311,"[('//', 'x6', 'x8', 'v0'), ('*', 'x8', 'x4', 'v1'), ('*', 'x4', 'x6', 'v2'), ('//', 'x2', 'const_1', 'v3'), ('*', 'v0', 'x7', 'v4'), ('*', 'x6', 'x3', 'v5'), ('+', 'const_0', 'const_0', 'v6'), ('//', 'x9', 'v6', 'v7'), ('+', 'v3', 'x8', 'v8'), ('*', 'v4', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 1, 1, 1, 0)",79
8312,"[('*', 'x4', 'x2', 'v0'), ('//', 'x0', 'x5', 'v1'), ('*', 'x6', 'x4', 'v2'), ('//', 'const_1', 'const_1', 'v3'), ('+', 'v0', 'v1', 'v4'), ('*', 'v4', 'v3', 'v5'), ('*', 'x7', 'v5', 'v6'), ('+', 'x3', 'x0', 'v7'), ('+', 'x3', 'v5', 'v8'), ('*', 'v1', 'const_1', 'v9')]","(1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",529
8313,"[('//', 'const_1', 'x1', 'v0'), ('*', 'x8', 'x1', 'v1'), ('+', 'x8', 'const_0', 'v2'), ('//', 'v1', 'x2', 'v3'), ('*', 'v0', 'x4', 'v4'), ('*', 'x7', 'x2', 'v5'), ('+', 'x8', 'x2', 'v6'), ('+', 'v3', 'x6', 'v7'), ('*', 'v2', 'v3', 'v8'), ('*', 'v7', 'x0', 'v9')]","(1, 0, 0, 0, 0, 0, 1, 0, 0, 0)",521
8314,"[('+', 'x8', 'x2', 'v0'), ('*', 'x7', 'x8', 'v1'), ('*', 'const_1', 'x4', 'v2'), ('//', 'const_1', 'x5', 'v3'), ('//', 'x1', 'v1', 'v4'), ('*', 'const_1', 'x7', 'v5'), ('+', 'v3', 'x4', 'v6'), ('//', 'v2', 'v3', 'v7'), ('*', 'x1', 'v3', 'v8'), ('*', 'const_0', 'x5', 'v9')]",None,1024
8315,"[('+', 'x9', 'x3', 'v0'), ('*', 'x7', 'v0', 'v1'), ('//', 'const_0', 'const_1', 'v2'), ('//', 'v2', 'x2', 'v3'), ('+', 'v1', 'x6', 'v4'), ('//', 'v4', 'const_1', 'v5'), ('//', 'const_0', 'x1', 'v6'), ('//', 'v0', 'x2', 'v7'), ('*', 'v2', 'x5', 'v8'), ('+', 'x0', 'x2', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
8316,"[('*', 'x6', 'const_0', 'v0'), ('//', 'v0', 'x1', 'v1'), ('+', 'x2', 'v1', 'v2'), ('+', 'x2', 'v1', 'v3'), ('//', 'const_0', 'v3', 'v4'), ('*', 'x2', 'x2', 'v5'), ('+', 'x9', 'v0', 'v6'), ('+', 'x7', 'v0', 'v7'), ('*', 'x8', 'v2', 'v8'), ('*', 'v2', 'x5', 'v9')]","(0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",145
8317,"[('//', 'x1', 'x7', 'v0'), ('+', 'const_0', 'v0', 'v1'), ('*', 'x2', 'x3', 'v2'), ('+', 'v2', 'v1', 'v3'), ('+', 'x9', 'x8', 'v4'), ('+', 'v4', 'x8', 'v5'), ('+', 'x1', 'v2', 'v6'), ('//', 'x9', 'x8', 'v7'), ('*', 'const_1', 'v6', 'v8'), ('+', 'v6', 'const_0', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",193
8318,"[('//', 'x4', 'const_1', 'v0'), ('//', 'x8', 'x7', 'v1'), ('*', 'x9', 'x3', 'v2'), ('*', 'x9', 'x3', 'v3'), ('+', 'v3', 'x0', 'v4'), ('*', 'v2', 'x9', 'v5'), ('*', 'v1', 'x1', 'v6'), ('+', 'v1', 'v0', 'v7'), ('//', 'v4', 'v4', 'v8'), ('+', 'v8', 'v5', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",66
8319,"[('*', 'x1', 'x5', 'v0'), ('//', 'x1', 'const_1', 'v1'), ('*', 'x6', 'x7', 'v2'), ('+', 'x5', 'x2', 'v3'), ('//', 'x8', 'x2', 'v4'), ('+', 'const_1', 'v0', 'v5'), ('+', 'x0', 'x6', 'v6'), ('+', 'x7', 'x0', 'v7'), ('//', 'x7', 'x3', 'v8'), ('*', 'x4', 'x8', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
